file,id,text,group
lib\resources.jar\idea\VcsActions.xml,Vcs.Show.Shelf,Show Shelf,Vcs.Show.Toolwindow.Tab
lib\resources.jar\idea\VcsActions.xml,Vcs.ShowDiffWithLocal,Compare with Local,
lib\resources.jar\idea\VcsActions.xml,Vcs.ShowHistoryForBlock,,
lib\resources.jar\idea\VcsActions.xml,Vcs.ShowHistoryForRevision,,
lib\resources.jar\idea\VcsActions.xml,Vcs.ShowMessageHistory,,Vcs.MessageActionGroup
lib\resources.jar\idea\VcsActions.xml,Vcs.ShowTabbedFileHistory,,
lib\resources.jar\idea\VcsActions.xml,Vcs.UpdateProject,,VcsGlobalGroup
lib\resources.jar\idea\VcsActions.xml,VcsHistory.ShowAllAffected,,Vcs.History
lib\resources.jar\idea\VcsActions.xml,VcsShowCurrentChangeMarker,,
lib\resources.jar\idea\VcsActions.xml,VcsShowNextChangeMarker,,GoToChangeMarkerGroup
lib\resources.jar\idea\VcsActions.xml,VcsShowPrevChangeMarker,,GoToChangeMarkerGroup
lib\resources.jar\idea\VcsActions.xml,WelcomeScreen.GetFromVcs,,
