file,id,text,group
lib\resources.jar\META-INF\XmlActions.xml,Document2XSD,Generate XML Document from XSD Schema...,ToolsXmlGroup
lib\resources.jar\META-INF\XmlActions.xml,DomCollectionControl.Add,Add,DomCollectionControl
lib\resources.jar\META-INF\XmlActions.xml,DomCollectionControl.Edit,Edit,DomCollectionControl
lib\resources.jar\META-INF\XmlActions.xml,DomCollectionControl.Remove,Remove,DomCollectionControl
lib\resources.jar\META-INF\XmlActions.xml,DomElementsTreeView.AddElement,Insert element,
lib\resources.jar\META-INF\XmlActions.xml,DomElementsTreeView.DeleteElement,Delete element,
lib\resources.jar\META-INF\XmlActions.xml,DomElementsTreeView.GotoDomElementDeclarationAction,Goto Element,
lib\resources.jar\META-INF\XmlActions.xml,EmmetNextEditPoint,Next Emmet Edit Point,GoToEditPointGroup
lib\resources.jar\META-INF\XmlActions.xml,EmmetPreview,Emmet Preview,Emmet
lib\resources.jar\META-INF\XmlActions.xml,EmmetPreviousEditPoint,Previous Emmet Edit Point,GoToEditPointGroup
lib\resources.jar\META-INF\XmlActions.xml,EmmetUpdateTag,Update tag with Emmet,Emmet
lib\resources.jar\META-INF\XmlActions.xml,EscapeEntities,Encode XML/HTML Special Characters,
lib\resources.jar\META-INF\XmlActions.xml,GenerateDTD,,ToolsXmlGroup
lib\resources.jar\META-INF\XmlActions.xml,GenerateXmlTag,XML Tag...,
lib\resources.jar\META-INF\XmlActions.xml,NewHtmlFile,,NewXml
lib\resources.jar\META-INF\XmlActions.xml,OpenInBrowser,Open in default _browser,
lib\resources.jar\META-INF\XmlActions.xml,SurroundWithEmmet,Surround with Emmet,Emmet
lib\resources.jar\META-INF\XmlActions.xml,ValidateXml,,ToolsXmlGroup
lib\resources.jar\META-INF\XmlActions.xml,XSD2Document,Generate XSD Schema from XML File...,ToolsXmlGroup
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.AfterCompile,Execute After Make,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.AfterRebuild,Execute After Rebuild,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.AfterSync,Execute After Sync,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.AssignRunConfigurationShortcut,Assign Shortcut...,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.AssignShortcut,Assign Shortcut...,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.AttachProject,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.BeforeCompile,Execute Before Make,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.BeforeRebuild,Execute Before Rebuild,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.BeforeRun,Execute Before Run/Debug...,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.BeforeSync,Execute Before Sync,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.CollapseAll,Collapse All,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.DetachProject,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.EditRunConfiguration,Edit Run Configuration...,ExternalSystemView.RunConfigurationMenu
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.ExpandAll,Expand All,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.GroupTasks,Group Tasks,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.IgnoreProject,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.OpenConfig,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.OpenTasksActivationManager,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.RefreshAllProjects,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.RefreshProject,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.RemoveRunConfiguration,Remove Run Configuration,ExternalSystemView.RunConfigurationMenu
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.RunTask,_Run Task,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.SelectProjectDataToImport,Select Project Data To Import,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.ShowIgnored,Show Ignored,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.ShowInheritedTasks,Display tasks inherited from sub-projects,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.ShowSettings,,
lib\resources.jar\idea\ExternalSystemActions.xml,ExternalSystem.ToggleAutoImport,,
lib\resources.jar\idea\JavaActions.xml,Actions.ActionsPlugin.GenerateToString,to_String(),JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,AnonymousToInner,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,CallHierarchy.BaseOnThisType,,
lib\resources.jar\idea\JavaActions.xml,ChangeTypeSignature,T_ype Migration...,RefactoringMenu1
lib\resources.jar\idea\JavaActions.xml,ClearSubtypes,Clear Subtypes,
lib\resources.jar\idea\JavaActions.xml,CollapseBlock,,
lib\resources.jar\idea\JavaActions.xml,ConvertToInstanceMethod,,RefactoringMenu1
lib\resources.jar\idea\JavaActions.xml,CountInheritors,Count Inheritors,
lib\resources.jar\idea\JavaActions.xml,DebugListen,,
lib\resources.jar\idea\JavaActions.xml,Debugger.AddSteppingFilter,Add Stepping Filter...,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.AdjustArrayRange,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.AutoRenderer,,Debugger.Representation
lib\resources.jar\idea\JavaActions.xml,Debugger.CreateRenderer,Create...,Debugger.Representation
lib\resources.jar\idea\JavaActions.xml,Debugger.CustomizeContextView,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.CustomizeThreadsView,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.EditFrameSource,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.EditNodeSource,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.EditTypeSource,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.ForceEarlyReturn,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.FreezeThread,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.InterruptThread,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.PopFrame,,
lib\resources.jar\idea\JavaActions.xml,Debugger.ResumeThread,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.ShowTypes,Show types,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.ViewAsGroup,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,Debugger.ViewText,,JavaDebuggerActions
lib\resources.jar\idea\JavaActions.xml,DumpThreads,Get thread dump,
lib\resources.jar\idea\JavaActions.xml,EncapsulateFields,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,ExportThreads,,
lib\resources.jar\idea\JavaActions.xml,ExpressionStatistics,Collect Java Expression Statistics,
lib\resources.jar\idea\JavaActions.xml,FileChooser.GotoJDK,,
lib\resources.jar\idea\JavaActions.xml,GenerateConstructor,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateCreateUI,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateDataMethod,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateEquals,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateGetter,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateGetterAndSetter,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateJavadoc,,
lib\resources.jar\idea\JavaActions.xml,GenerateSetUpMethod,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateSetter,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateSuperMethodCall,,JavaGenerateGroup2
lib\resources.jar\idea\JavaActions.xml,GenerateTearDownMethod,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateTestMethod,,JavaGenerateGroup1
lib\resources.jar\idea\JavaActions.xml,GenerateVisitorByHierarchy,Generate Hierarchy Visitor...,
lib\resources.jar\idea\JavaActions.xml,Generify,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,Hotswap,,
lib\resources.jar\idea\JavaActions.xml,InferNullity,,
lib\resources.jar\idea\JavaActions.xml,InheritanceToDelegation,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,IntroduceFunctionalParameter,,
lib\resources.jar\idea\JavaActions.xml,LogSubtypes,Log Subtypes,
lib\resources.jar\idea\JavaActions.xml,MakeStatic,,RefactoringMenu1
lib\resources.jar\idea\JavaActions.xml,MarkGeneratedSourceRoot,,MarkGeneratedSourceRootGroup
lib\resources.jar\idea\JavaActions.xml,MethodDuplicates,,RefactoringMenu2
lib\resources.jar\idea\JavaActions.xml,MethodHierarchy.BaseOnThisType,,
lib\resources.jar\idea\JavaActions.xml,MethodHierarchy.ImplementMethodAction,,JavaMethodHierarchyPopupMenu
lib\resources.jar\idea\JavaActions.xml,MethodHierarchy.OverrideMethodAction,,JavaMethodHierarchyPopupMenu
lib\resources.jar\idea\JavaActions.xml,Migrate,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,NewClass,,
lib\resources.jar\idea\JavaActions.xml,NewPackageInfo,,
lib\resources.jar\idea\JavaActions.xml,RemoveMiddleman,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,RenameFile,,
lib\resources.jar\idea\JavaActions.xml,ReplaceConstructorWithBuilder,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,ReplaceConstructorWithFactory,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,ReplaceMethodWithMethodObject,,
lib\resources.jar\idea\JavaActions.xml,ReplaceTempWithQuery,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,ShowBackwardPackageDeps,,
lib\resources.jar\idea\JavaActions.xml,ShowDependenciesOnTarget,,
lib\resources.jar\idea\JavaActions.xml,ShowModulesDependencies,,
lib\resources.jar\idea\JavaActions.xml,ShowPackageCycles,,AnalyzeJavaMenu
lib\resources.jar\idea\JavaActions.xml,ShowPackageDeps,,
lib\resources.jar\idea\JavaActions.xml,StartupWizard,,
lib\resources.jar\idea\JavaActions.xml,StaticIconFields,List Static Field Initializers,
lib\resources.jar\idea\JavaActions.xml,StubHierarchy,Build Stub Hierarchy,
lib\resources.jar\idea\JavaActions.xml,TestStubHierarchy,Test Stub Hierarchy,
lib\resources.jar\idea\JavaActions.xml,ToggleFieldBreakpoint,,ToggleBreakpointAction
lib\resources.jar\idea\JavaActions.xml,ToggleMethodBreakpoint,,ToggleBreakpointAction
lib\resources.jar\idea\JavaActions.xml,TurnRefsToSuper,,RefactoringMenu4
lib\resources.jar\idea\JavaActions.xml,TypeHierarchy.BaseOnThisType,,
lib\resources.jar\idea\JavaActions.xml,UnmarkGeneratedSourceRoot,,MarkGeneratedSourceRootGroup
lib\resources.jar\idea\JavaActions.xml,Unscramble,,AnalyzeJavaMenu
lib\resources.jar\idea\JavaActions.xml,UsedIconsListing,List Used Icons,
lib\resources.jar\idea\JavaActions.xml,WrapReturnValue,,RefactoringMenu4
lib\resources.jar\idea\LangActions.xml,ActivateNavBar,,
lib\resources.jar\idea\LangActions.xml,AddNewFavoritesList,,
lib\resources.jar\idea\LangActions.xml,AddToFavoritesPopup,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Alias.Rule.Add,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Alias.Rule.Edit,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Alias.Rule.Match.Condition.Move.Down,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Alias.Rule.Match.Condition.Move.Up,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Alias.Rule.Remove,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Custom.Token.Rule.Edit,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Add,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Edit,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Group.Condition.Move.Down,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Group.Condition.Move.Up,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Match.Condition.Move.Down,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Match.Condition.Move.Up,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Remove,,
lib\resources.jar\idea\LangActions.xml,Arrangement.Rule.Section.Add,,
lib\resources.jar\idea\LangActions.xml,AssociateWithFileType,,ProjectViewPopupMenu
lib\resources.jar\idea\LangActions.xml,AutoIndentLines,,CodeFormatGroup
lib\resources.jar\idea\LangActions.xml,CallHierarchy,,HierarchyGroup
lib\resources.jar\idea\LangActions.xml,ChangeCodeStyleScheme,,
lib\resources.jar\idea\LangActions.xml,ChangeInspectionProfile,,
lib\resources.jar\idea\LangActions.xml,ChangeSignature,,RefactoringMenu
lib\resources.jar\idea\LangActions.xml,ChangeTemplateDataLanguage,,
lib\resources.jar\idea\LangActions.xml,ChooseDebugConfiguration,Debug...,
lib\resources.jar\idea\LangActions.xml,ChooseRunConfiguration,Run...,
lib\resources.jar\idea\LangActions.xml,ClassNameCompletion,,
lib\resources.jar\idea\LangActions.xml,CodeCompletion,,CodeCompletionGroup
lib\resources.jar\idea\LangActions.xml,CodeInspection.OnEditor,,
lib\resources.jar\idea\LangActions.xml,CollapseAllRegions,,FoldingGroup
lib\resources.jar\idea\LangActions.xml,CollapseDocComments,,LanguageSpecificFoldingGroup
lib\resources.jar\idea\LangActions.xml,CollapseRegion,,FoldingGroup
lib\resources.jar\idea\LangActions.xml,CollapseRegionRecursively,,FoldingGroup
lib\resources.jar\idea\LangActions.xml,CollapseSelection,,
lib\resources.jar\idea\LangActions.xml,CommentByBlockComment,,CommentGroup
lib\resources.jar\idea\LangActions.xml,CommentByLineComment,,CommentGroup
lib\resources.jar\idea\LangActions.xml,ConsoleView.ClearAll,,ConsoleView.PopupMenu
lib\resources.jar\idea\LangActions.xml,CopyAsPlainText,,
lib\resources.jar\idea\LangActions.xml,CopyAsRichText,,
lib\resources.jar\idea\LangActions.xml,CopyElement,,RefactoringMenu
lib\resources.jar\idea\LangActions.xml,CopyReference,,
lib\resources.jar\idea\LangActions.xml,CreateRunConfiguration,,
lib\resources.jar\idea\LangActions.xml,Debugger.AddToWatch,,
lib\resources.jar\idea\LangActions.xml,Debugger.EvaluateInConsole,,
lib\resources.jar\idea\LangActions.xml,Debugger.FocusOnBreakpoint,,XDebugger.Actions
lib\resources.jar\idea\LangActions.xml,Debugger.MarkObject,,XDebugger.Actions
lib\resources.jar\idea\LangActions.xml,Debugger.ShowLibraryFrames,,XDebugger.Frames.TopToolbar
lib\resources.jar\idea\LangActions.xml,Debugger.ShowReferring,,XDebugger.Actions
lib\resources.jar\idea\LangActions.xml,Debugger.Tree.AddToWatches,,XDebugger.Actions
lib\resources.jar\idea\LangActions.xml,Debugger.Tree.EvaluateInConsole,,XDebugger.Actions
lib\resources.jar\idea\LangActions.xml,DelegateMethods,,GenerateGroup
lib\resources.jar\idea\LangActions.xml,DisableInspection,,InspectionToolWindow.TreePopup
lib\resources.jar\idea\LangActions.xml,DumpLookupElementWeights,Dump lookup element weights to log,
lib\resources.jar\idea\LangActions.xml,EditBreakpoint,,
lib\resources.jar\idea\LangActions.xml,EditFavorites,,FavoritesViewPopupMenu
lib\resources.jar\idea\LangActions.xml,EditInspectionSettings,,InspectionToolWindow.TreePopup
lib\resources.jar\idea\LangActions.xml,EditorCodeBlockEnd,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EditorCodeBlockEndWithSelection,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EditorCodeBlockStart,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EditorCodeBlockStartWithSelection,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EditorCompleteStatement,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EditorContextInfo,,CodeEditorViewGroup
lib\resources.jar\idea\LangActions.xml,EditorIndentLineOrSelection,,
lib\resources.jar\idea\LangActions.xml,EditorMatchBrace,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EditorSelectWord,,LangCodeInsightActions
lib\resources.jar\idea\LangActions.xml,EditorUnSelectWord,,LangCodeInsightActions
lib\resources.jar\idea\LangActions.xml,EmacsStyleIndent,,CodeInsightEditorActions
lib\resources.jar\idea\LangActions.xml,EvaluateExpression,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,ExpandAllRegions,,FoldingGroup
lib\resources.jar\idea\LangActions.xml,ExpandAllToLevel1,,ExpandAllToLevel
lib\resources.jar\idea\LangActions.xml,ExpandAllToLevel2,,ExpandAllToLevel
lib\resources.jar\idea\LangActions.xml,ExpandAllToLevel3,,ExpandAllToLevel
lib\resources.jar\idea\LangActions.xml,ExpandAllToLevel4,,ExpandAllToLevel
lib\resources.jar\idea\LangActions.xml,ExpandAllToLevel5,,ExpandAllToLevel
lib\resources.jar\idea\LangActions.xml,ExpandDocComments,,LanguageSpecificFoldingGroup
lib\resources.jar\idea\LangActions.xml,ExpandRegion,,FoldingGroup
lib\resources.jar\idea\LangActions.xml,ExpandRegionRecursively,,FoldingGroup
lib\resources.jar\idea\LangActions.xml,ExpandToLevel1,,ExpandToLevel
lib\resources.jar\idea\LangActions.xml,ExpandToLevel2,,ExpandToLevel
lib\resources.jar\idea\LangActions.xml,ExpandToLevel3,,ExpandToLevel
lib\resources.jar\idea\LangActions.xml,ExpandToLevel4,,ExpandToLevel
lib\resources.jar\idea\LangActions.xml,ExpandToLevel5,,ExpandToLevel
lib\resources.jar\idea\LangActions.xml,ExportToHTML,,PrintExportGroup
lib\resources.jar\idea\LangActions.xml,ExpressionTypeInfo,,CodeEditorViewGroup
lib\resources.jar\idea\LangActions.xml,ExternalJavaDoc,,CodeEditorViewGroup
lib\resources.jar\idea\LangActions.xml,ExtractClass,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,ExtractInclude,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,ExtractInterface,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,ExtractMethod,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,ExtractModule,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,ExtractSuperclass,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,FileStructurePopup,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,FindModal,,
lib\resources.jar\idea\LangActions.xml,FixDocComment,,
lib\resources.jar\idea\LangActions.xml,ForceRunToCursor,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,ForceStepInto,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,ForceStepOver,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,Generate,,CodeMenu
lib\resources.jar\idea\LangActions.xml,GeneratePattern,Generate by Pattern...,GenerateGroup
lib\resources.jar\idea\LangActions.xml,GoToLinkTarget,,ProjectViewPopupMenu
lib\resources.jar\idea\LangActions.xml,GotoBookmark0,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark1,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark2,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark3,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark4,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark5,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark6,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark7,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark8,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoBookmark9,,Bookmarks
lib\resources.jar\idea\LangActions.xml,GotoClass,,GoToTargetEx
lib\resources.jar\idea\LangActions.xml,GotoCustomRegion,,GoToTargetEx
lib\resources.jar\idea\LangActions.xml,GotoDeclaration,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,GotoFile,,GoToTargetEx
lib\resources.jar\idea\LangActions.xml,GotoImplementation,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,GotoNextBookmark,,EditBookmarksGroup
lib\resources.jar\idea\LangActions.xml,GotoNextError,,GoToErrorGroup
lib\resources.jar\idea\LangActions.xml,GotoPreviousBookmark,,EditBookmarksGroup
lib\resources.jar\idea\LangActions.xml,GotoPreviousError,,GoToErrorGroup
lib\resources.jar\idea\LangActions.xml,GotoRelated,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,GotoSuperMethod,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,GotoSymbol,,GoToTargetEx
lib\resources.jar\idea\LangActions.xml,GotoTest,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,GotoTypeDeclaration,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,HippieBackwardCompletion,,CodeCompletionGroup
lib\resources.jar\idea\LangActions.xml,HippieCompletion,,CodeCompletionGroup
lib\resources.jar\idea\LangActions.xml,IdeScriptingConsole,,ToolsBasicGroup
lib\resources.jar\idea\LangActions.xml,ImplementMethods,,GenerateGroup
lib\resources.jar\idea\LangActions.xml,ImportTests,Import Test Results,
lib\resources.jar\idea\LangActions.xml,IncrementalSearch,,
lib\resources.jar\idea\LangActions.xml,Inline,,
lib\resources.jar\idea\LangActions.xml,InsertLiveTemplate,,
lib\resources.jar\idea\LangActions.xml,IntroduceConstant,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,IntroduceField,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,IntroduceParameter,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,IntroduceParameterObject,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,IntroduceVariable,,IntroduceActionsGroup
lib\resources.jar\idea\LangActions.xml,InvertBoolean,,
lib\resources.jar\idea\LangActions.xml,LocalHistory.PutLabel,,LocalHistory
lib\resources.jar\idea\LangActions.xml,LocalHistory.ShowHistory,,LocalHistory
lib\resources.jar\idea\LangActions.xml,LocalHistory.ShowSelectionHistory,,LocalHistory
lib\resources.jar\idea\LangActions.xml,MarkAsOriginalTypeAction,,MarkFileAs
lib\resources.jar\idea\LangActions.xml,MarkAsPlainTextAction,,MarkFileAs
lib\resources.jar\idea\LangActions.xml,MemberPushDown,,
lib\resources.jar\idea\LangActions.xml,MembersPullUp,,
lib\resources.jar\idea\LangActions.xml,MethodDown,,GoToMenuEx
lib\resources.jar\idea\LangActions.xml,MethodHierarchy,,HierarchyGroup
lib\resources.jar\idea\LangActions.xml,MethodUp,,GoToMenuEx
lib\resources.jar\idea\LangActions.xml,Move,,RefactoringMenu
lib\resources.jar\idea\LangActions.xml,MoveElementLeft,,
lib\resources.jar\idea\LangActions.xml,MoveElementRight,,
lib\resources.jar\idea\LangActions.xml,MoveLineDown,,
lib\resources.jar\idea\LangActions.xml,MoveLineUp,,
lib\resources.jar\idea\LangActions.xml,MoveStatementDown,,
lib\resources.jar\idea\LangActions.xml,MoveStatementUp,,
lib\resources.jar\idea\LangActions.xml,NewDir,,NewGroup
lib\resources.jar\idea\LangActions.xml,NewElementSamePlace,,
lib\resources.jar\idea\LangActions.xml,NewFile,,NewGroup
lib\resources.jar\idea\LangActions.xml,NewFromTemplate,,NewGroup
lib\resources.jar\idea\LangActions.xml,NewScratchBuffer,,
lib\resources.jar\idea\LangActions.xml,NewScratchFile,,ToolsBasicGroup
lib\resources.jar\idea\LangActions.xml,OptimizeImports,,CodeFormatGroup
lib\resources.jar\idea\LangActions.xml,OverrideMethods,,GenerateGroup
lib\resources.jar\idea\LangActions.xml,ParameterInfo,,CodeEditorViewGroup
lib\resources.jar\idea\LangActions.xml,Pause,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,Print,,PrintExportGroup
lib\resources.jar\idea\LangActions.xml,ProjectViewChangeView,,
lib\resources.jar\idea\LangActions.xml,QuickEvaluateExpression,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,QuickFixes,,InspectionToolWindow.TreePopup
lib\resources.jar\idea\LangActions.xml,QuickImplementations,,QuickActions
lib\resources.jar\idea\LangActions.xml,QuickJavaDoc,,QuickActions
lib\resources.jar\idea\LangActions.xml,RearrangeCode,,CodeFormatGroup
lib\resources.jar\idea\LangActions.xml,RecentChanges,,
lib\resources.jar\idea\LangActions.xml,Refactorings.QuickListPopupAction,Refactor This...,RefactoringMenu
lib\resources.jar\idea\LangActions.xml,ReformatCode,,CodeFormatGroup
lib\resources.jar\idea\LangActions.xml,ReloadFromDisk,,
lib\resources.jar\idea\LangActions.xml,RenameElement,,RefactoringMenu
lib\resources.jar\idea\LangActions.xml,RestoreDefaultExtensionScripts,,ProjectViewPopupMenu
lib\resources.jar\idea\LangActions.xml,Resume,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,RevealIn,,ProjectViewPopupMenu
lib\resources.jar\idea\LangActions.xml,RunConfiguration,,
lib\resources.jar\idea\LangActions.xml,RunInspectionOn,,InspectionToolWindow.TreePopup
lib\resources.jar\idea\LangActions.xml,RunToCursor,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,Runner.CloseAllUnpinnedViews,,Runner.View.Close.Group
lib\resources.jar\idea\LangActions.xml,Runner.CloseAllViews,,Runner.View.Close.Group
lib\resources.jar\idea\LangActions.xml,Runner.CloseOtherViews,,Runner.View.Close.Group
lib\resources.jar\idea\LangActions.xml,Runner.CloseView,,Runner.View.Close.Group
lib\resources.jar\idea\LangActions.xml,Runner.FocusOnStartup,,Runner.Focus
lib\resources.jar\idea\LangActions.xml,Runner.MinimizeView,,Runner.View.Popup
lib\resources.jar\idea\LangActions.xml,Runner.RestoreLayout,,Runner.Layout
lib\resources.jar\idea\LangActions.xml,SafeDelete,,RefactoringMenu
lib\resources.jar\idea\LangActions.xml,SaveAsTemplate,,ToolsBasicGroup
lib\resources.jar\idea\LangActions.xml,SaveFileAsTemplate,,ToolsBasicGroup
lib\resources.jar\idea\LangActions.xml,ScopeView.EditScopes,,ScopeViewPopupMenu
lib\resources.jar\idea\LangActions.xml,Scratch.ChangeLanguage,,
lib\resources.jar\idea\LangActions.xml,SelectIn,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,SendEOF,Send EOF,
lib\resources.jar\idea\LangActions.xml,SeverityEditorDialog,,
lib\resources.jar\idea\LangActions.xml,ShowBookmarks,,EditBookmarksGroup
lib\resources.jar\idea\LangActions.xml,ShowErrorDescription,,CodeEditorViewGroup
lib\resources.jar\idea\LangActions.xml,ShowExecutionPoint,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,ShowFilePath,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,ShowIntentionActions,,
lib\resources.jar\idea\LangActions.xml,ShowLiveRunConfigurations,,
lib\resources.jar\idea\LangActions.xml,ShowNavBar,,GoToCodeGroup
lib\resources.jar\idea\LangActions.xml,ShowReformatFileDialog,,CodeFormatGroup
lib\resources.jar\idea\LangActions.xml,SliceBackward,,
lib\resources.jar\idea\LangActions.xml,SliceForward,,
lib\resources.jar\idea\LangActions.xml,SmartStepInto,,DebugMainMenu
lib\resources.jar\idea\LangActions.xml,SmartTypeCompletion,,CodeCompletionGroup
lib\resources.jar\idea\LangActions.xml,StepInto,,DebugMainMenu
